Brand,Model,Launch Year,Segment,Fuel Type,Variants,Ex-Showroom Price (₹ Lakhs),Monthly Sales (Units),Is EV?,Battery / Mileage,Notable Features
MG,Astor,2015,Sedan,Petrol/CNG,19,6.00 - 15.00,4518,No,29.6 kmpl,"TPMS, ABS, ESC, EBD, Leather Seats, Sunroof, Cruise Control, Voice Control, Wireless Charging"
Audi,A4,2021,Compact SUV,Electric,10,8.40 - 23.40,10693,Yes,319 km range,"TPMS, EBD, Airbags, 360 Camera, Sunroof, Touchscreen, Leather Seats, Ventilated Seats, Cruise Control, Voice Control, Wireless Charging, Android Auto"
BYD,Atto 3,2015,Compact SUV,Petrol,9,7.00 - 18.00,14343,No,22.7 kmpl,"ESC, ADAS, Hill Hold, TPMS, Leather Seats, Ventilated Seats, Sunroof, Power Windows, Apple CarPlay, HUD"
Jeep,Compass,2022,Luxury,Petrol/CNG,9,30.00 - 100.00,648,No,21.6 kmpl,"ABS, ESC, Hill Hold, TPMS, Touchscreen, Sunroof, Cruise Control, Android Auto"
Mahindra,Marazzo,2022,Hatchback,Petrol,21,3.50 - 8.50,19759,No,16.8 kmpl,"ADAS, ESC, 360 Camera, ABS, Leather Seats, Ventilated Seats, Sunroof, Touchscreen, AC, HUD, Connected Car"
Hyundai,Alcazar,2018,Compact SUV,Petrol,24,7.00 - 18.00,11476,No,21.9 kmpl,"ESC, Airbags, ABS, ADAS, Sunroof, Power Windows, Touchscreen, HUD, Connected Car"
Honda,WR-V,2016,Compact SUV,Petrol,3,7.00 - 18.00,15111,No,22.6 kmpl,"EBD, Hill Hold, TPMS, Cruise Control, Touchscreen, Leather Seats, Power Windows, Connected Car, Android Auto"
Volkswagen,Taigun,2019,Electric SUV,Petrol/CNG,7,12.00 - 25.00,3662,No,26.2 kmpl,"EBD, Airbags, Leather Seats, Cruise Control, Touchscreen, Wireless Charging, Connected Car, Voice Control"
BYD,Atto 3,2018,SUV,Diesel,23,10.00 - 30.00,6908,No,19.7 kmpl,"ADAS, TPMS, Airbags, Sunroof, Leather Seats, Touchscreen, HUD, Android Auto"
Audi,A4,2017,SUV,Diesel,3,10.00 - 30.00,4563,No,25.8 kmpl,"360 Camera, EBD, Hill Hold, ABS, Ventilated Seats, Touchscreen, Leather Seats, Wireless Charging"
Renault,Kiger,2017,Compact SUV,Petrol,14,7.00 - 18.00,14649,No,23.1 kmpl,"ESC, ABS, 360 Camera, TPMS, Cruise Control, Touchscreen, Sunroof, Ventilated Seats, Power Windows, Wireless Charging, Voice Control"
Maruti Suzuki,Dzire,2022,MPV,Petrol/CNG,15,8.00 - 20.00,4159,No,24.8 kmpl,"ESC, TPMS, EBD, AC, Power Windows, Cruise Control, Touchscreen, Ventilated Seats, Wireless Charging, Apple CarPlay, HUD"
Force,Gurkha,2016,Hatchback,Petrol,21,3.50 - 8.50,17965,No,21.1 kmpl,"ADAS, 360 Camera, EBD, TPMS, Ventilated Seats, Cruise Control, Leather Seats, Android Auto, HUD"
Toyota,Innova,2022,Compact SUV,Petrol,6,7.00 - 18.00,6701,No,18.0 kmpl,"360 Camera, Hill Hold, ABS, Sunroof, Cruise Control, AC, Ventilated Seats, Power Windows, Android Auto"
Kia,Sonet,2016,Hatchback,Petrol,2,3.50 - 8.50,14681,No,20.5 kmpl,"ABS, Airbags, ADAS, Leather Seats, Touchscreen, Ventilated Seats, Sunroof, Wireless Charging, Connected Car, Voice Control"
Jeep,Compass,2017,Compact SUV,Petrol,25,7.00 - 18.00,12107,No,21.8 kmpl,"Airbags, ESC, TPMS, EBD, Leather Seats, Sunroof, Power Windows, Connected Car, HUD, Apple CarPlay"
MG,ZS EV,2018,Sedan,Diesel,4,6.00 - 15.00,6447,No,20.8 kmpl,"TPMS, 360 Camera, Power Windows, Sunroof, Leather Seats, Android Auto, Wireless Charging"
Renault,Kiger,2018,Hatchback,Diesel,13,3.50 - 8.50,9486,No,27.6 kmpl,"Hill Hold, 360 Camera, ABS, Ventilated Seats, Cruise Control, Touchscreen, Sunroof, Connected Car"
Mercedes,A-Class,2018,Hatchback,Petrol,22,3.50 - 8.50,16430,No,21.9 kmpl,"ADAS, EBD, Hill Hold, Airbags, AC, Touchscreen, Cruise Control, Leather Seats, HUD, Voice Control"
Jeep,Compass,2023,Sedan,Petrol,8,6.00 - 15.00,5745,No,19.8 kmpl,"ESC, Hill Hold, 360 Camera, ADAS, Sunroof, Cruise Control, Leather Seats, AC, Apple CarPlay, Connected Car, Voice Control"
Toyota,Urban Cruiser,2020,Luxury,Diesel,16,30.00 - 100.00,188,No,25.5 kmpl,"TPMS, EBD, ADAS, Hill Hold, Cruise Control, Touchscreen, Leather Seats, Android Auto, Wireless Charging, HUD"
Volkswagen,Virtus,2017,Compact SUV,Petrol,10,7.00 - 18.00,6410,No,21.6 kmpl,"Hill Hold, ADAS, Airbags, EBD, Ventilated Seats, Cruise Control, Leather Seats, Voice Control, Wireless Charging, Android Auto"
Maruti Suzuki,Baleno,2017,Sedan,Diesel,5,6.00 - 15.00,10262,No,24.1 kmpl,"ABS, ADAS, Hill Hold, 360 Camera, Cruise Control, Touchscreen, Sunroof, Ventilated Seats, Power Windows, Apple CarPlay, Voice Control, Wireless Charging"
BMW,3 Series,2017,Luxury,Petrol,10,30.00 - 100.00,296,No,21.1 kmpl,"ABS, EBD, Hill Hold, Power Windows, Sunroof, Cruise Control, HUD, Android Auto, Apple CarPlay"
Volkswagen,Virtus,2022,Sedan,Diesel,13,6.00 - 15.00,5609,No,22.8 kmpl,"Airbags, 360 Camera, EBD, TPMS, AC, Cruise Control, Sunroof, Leather Seats, HUD"
Audi,Q5,2021,Compact SUV,Petrol,18,7.00 - 18.00,13904,No,19.6 kmpl,"EBD, 360 Camera, Airbags, TPMS, Cruise Control, Touchscreen, Power Windows, Leather Seats, Sunroof, Connected Car, Wireless Charging, Voice Control"
Lexus,RX,2016,Hatchback,Diesel,5,3.50 - 8.50,14549,No,22.3 kmpl,"360 Camera, Hill Hold, TPMS, Touchscreen, Leather Seats, Sunroof, Connected Car"
BYD,Atto 3,2018,Luxury,Petrol/CNG,24,30.00 - 100.00,153,No,27.2 kmpl,"Hill Hold, ESC, Sunroof, Power Windows, AC, Ventilated Seats, HUD"
Renault,Kiger,2019,SUV,Petrol,1,10.00 - 30.00,2557,No,18.5 kmpl,"ESC, Hill Hold, ABS, TPMS, AC, Cruise Control, Sunroof, Power Windows, Voice Control, Android Auto, Wireless Charging"
Skoda,Slavia,2018,Luxury,Diesel,6,30.00 - 100.00,351,No,20.8 kmpl,"TPMS, ESC, Leather Seats, Cruise Control, AC, Ventilated Seats, Connected Car, HUD"
Honda,Amaze,2020,SUV,Petrol,15,10.00 - 30.00,2537,No,20.6 kmpl,"Hill Hold, ABS, ADAS, TPMS, Ventilated Seats, AC, Cruise Control, Touchscreen, Sunroof, Connected Car"
Maruti Suzuki,Swift,2017,Compact SUV,Petrol,7,7.00 - 18.00,11661,No,17.5 kmpl,"Hill Hold, ABS, EBD, TPMS, Leather Seats, Touchscreen, AC, Cruise Control, Sunroof, Apple CarPlay, Connected Car, HUD"
Citroen,C5 Aircross,2016,Sedan,Petrol,20,6.00 - 15.00,5300,No,16.8 kmpl,"TPMS, Airbags, 360 Camera, Hill Hold, Touchscreen, Sunroof, Power Windows, AC, Leather Seats, Android Auto, HUD, Voice Control"
Kia,Carens,2020,SUV,Petrol,14,10.00 - 30.00,4923,No,16.8 kmpl,"ESC, EBD, ABS, Sunroof, Touchscreen, Power Windows, Apple CarPlay"
Lexus,RX,2020,Electric Hatchback,Petrol,8,6.00 - 12.00,2463,No,24.4 kmpl,"EBD, ESC, Cruise Control, Power Windows, Touchscreen, AC, Connected Car"
Skoda,Kushaq,2021,Compact SUV,Petrol,18,7.00 - 18.00,11921,No,22.7 kmpl,"Airbags, ABS, ESC, AC, Ventilated Seats, Touchscreen, Connected Car, Android Auto"
Jeep,Meridian,2018,Sedan,Petrol/CNG,25,6.00 - 15.00,6151,No,26.2 kmpl,"Hill Hold, ADAS, 360 Camera, AC, Touchscreen, Power Windows, Sunroof, Ventilated Seats, Apple CarPlay"
Skoda,Slavia,2017,SUV,Diesel,8,10.00 - 30.00,5465,No,18.5 kmpl,"Airbags, ABS, Cruise Control, Leather Seats, AC, Touchscreen, Ventilated Seats, Connected Car, Apple CarPlay, Voice Control"
Mercedes,GLA,2020,Compact SUV,Petrol,4,7.00 - 18.00,7218,No,16.5 kmpl,"ADAS, Hill Hold, 360 Camera, Sunroof, Ventilated Seats, AC, Touchscreen, Voice Control, Apple CarPlay"
Lexus,RX,2019,Sedan,Petrol,20,6.00 - 15.00,6587,No,21.9 kmpl,"360 Camera, EBD, Airbags, Touchscreen, Sunroof, Cruise Control, Voice Control, Android Auto, Apple CarPlay"
BYD,E6,2019,SUV,Diesel,14,10.00 - 30.00,6336,No,20.8 kmpl,"Airbags, Hill Hold, 360 Camera, EBD, Cruise Control, Touchscreen, Ventilated Seats, HUD"
Volkswagen,Polo,2016,Sedan,Electric,8,7.20 - 19.50,9944,Yes,203 km range,"Airbags, ABS, AC, Power Windows, Touchscreen, Cruise Control, Connected Car, Voice Control, Wireless Charging"
MG,Gloster,2021,Compact SUV,Petrol,8,7.00 - 18.00,12823,No,16.3 kmpl,"TPMS, Hill Hold, Airbags, ABS, Leather Seats, Sunroof, Power Windows, HUD, Android Auto"
Mahindra,XUV 700,2015,Electric Hatchback,Petrol,11,6.00 - 12.00,1713,No,18.3 kmpl,"ADAS, ESC, Ventilated Seats, Touchscreen, Power Windows, Wireless Charging"
Citroen,C3,2022,Hatchback,Diesel,8,3.50 - 8.50,17001,No,19.2 kmpl,"ABS, 360 Camera, ADAS, Sunroof, Ventilated Seats, Touchscreen, AC, Leather Seats, Voice Control, HUD"
Renault,Kwid,2020,Compact SUV,Diesel,8,7.00 - 18.00,6012,No,23.7 kmpl,"Airbags, ADAS, Power Windows, AC, Sunroof, Voice Control, Android Auto"
Honda,Elevate,2021,Hatchback,Electric,1,4.20 - 11.05,11164,Yes,304 km range,"Airbags, Hill Hold, EBD, Ventilated Seats, Power Windows, AC, Touchscreen, Leather Seats, Connected Car, Wireless Charging"
Volkswagen,Taigun,2023,Electric Hatchback,Petrol,22,6.00 - 12.00,2018,No,23.6 kmpl,"EBD, ABS, Hill Hold, Touchscreen, Cruise Control, Ventilated Seats, AC, Power Windows, Wireless Charging, Connected Car, Apple CarPlay"
Volkswagen,Taigun,2022,Compact SUV,Diesel,14,7.00 - 18.00,10290,No,19.6 kmpl,"TPMS, ESC, AC, Sunroof, Power Windows, Touchscreen, Leather Seats, HUD"
Volkswagen,Virtus,2016,SUV,Diesel,6,10.00 - 30.00,6513,No,19.8 kmpl,"ESC, EBD, Power Windows, Sunroof, Leather Seats, Wireless Charging"
Toyota,Hilux,2015,SUV,Petrol,13,10.00 - 30.00,3283,No,23.9 kmpl,"360 Camera, ABS, EBD, Power Windows, Touchscreen, Sunroof, Ventilated Seats, Connected Car, Voice Control"
Hyundai,Creta,2021,Compact SUV,Petrol,18,7.00 - 18.00,8286,No,18.4 kmpl,"Airbags, EBD, 360 Camera, Touchscreen, AC, Cruise Control, Wireless Charging, Connected Car"
Skoda,Kushaq,2022,Compact SUV,Electric,4,8.40 - 23.40,11631,Yes,245 km range,"TPMS, ADAS, Touchscreen, Power Windows, Sunroof, AC, Ventilated Seats, Wireless Charging"
Kia,Carens,2020,Hatchback,Petrol,20,3.50 - 8.50,19631,No,19.4 kmpl,"ABS, 360 Camera, ESC, Touchscreen, Sunroof, AC, Leather Seats, Android Auto"
Mercedes,A-Class,2022,SUV,Petrol/Diesel,2,10.00 - 30.00,6232,No,21.2 kmpl,"ADAS, ESC, Hill Hold, Sunroof, Cruise Control, Leather Seats, Android Auto, Voice Control"
Lexus,NX,2017,Hatchback,Petrol,4,3.50 - 8.50,9884,No,22.6 kmpl,"EBD, ADAS, 360 Camera, ESC, Power Windows, Cruise Control, Leather Seats, Touchscreen, Apple CarPlay, Voice Control, Wireless Charging"
MG,ZS EV,2019,Hatchback,Electric,10,4.20 - 11.05,8702,Yes,262 km range,"ESC, ADAS, Hill Hold, AC, Leather Seats, Touchscreen, HUD"
Mahindra,Thar,2019,Hatchback,Petrol,13,3.50 - 8.50,13167,No,23.8 kmpl,"Airbags, 360 Camera, EBD, Cruise Control, Touchscreen, AC, Voice Control, HUD, Connected Car"
Nissan,Magnite,2017,SUV,Petrol/CNG,23,10.00 - 30.00,4895,No,20.6 kmpl,"360 Camera, TPMS, Leather Seats, AC, Sunroof, Wireless Charging, Android Auto, HUD"
Citroen,C5 Aircross,2023,Electric Hatchback,Diesel,18,6.00 - 12.00,1667,No,19.3 kmpl,"ABS, 360 Camera, Ventilated Seats, Sunroof, Touchscreen, Leather Seats, Android Auto"
Citroen,C5 Aircross,2017,Hatchback,Petrol,21,3.50 - 8.50,16280,No,21.3 kmpl,"EBD, ESC, Leather Seats, Ventilated Seats, Cruise Control, Touchscreen, Wireless Charging, HUD"
BMW,2 Series,2016,Compact SUV,Petrol,12,7.00 - 18.00,9261,No,19.0 kmpl,"360 Camera, ESC, Power Windows, Sunroof, Cruise Control, Voice Control, Wireless Charging"
Volkswagen,Virtus,2022,Sedan,Diesel,5,6.00 - 15.00,10253,No,26.1 kmpl,"ABS, Hill Hold, Touchscreen, Sunroof, Leather Seats, Ventilated Seats, Power Windows, Android Auto, Apple CarPlay"
Skoda,Slavia,2023,Hatchback,Diesel,15,3.50 - 8.50,8030,No,21.1 kmpl,"360 Camera, Hill Hold, EBD, Sunroof, Cruise Control, Power Windows, Voice Control, Connected Car"
Skoda,Slavia,2020,SUV,Petrol,1,10.00 - 30.00,3670,No,20.9 kmpl,"ABS, TPMS, Power Windows, Ventilated Seats, Cruise Control, AC, Connected Car, Wireless Charging"
Tata,Harrier,2018,Compact SUV,Petrol,10,7.00 - 18.00,14692,No,24.9 kmpl,"360 Camera, EBD, ADAS, Leather Seats, Touchscreen, Sunroof, Ventilated Seats, Cruise Control, Voice Control, Connected Car"
Renault,Triber,2021,Hatchback,Petrol,20,3.50 - 8.50,14364,No,18.5 kmpl,"ABS, TPMS, AC, Cruise Control, Touchscreen, Android Auto"
Toyota,Camry,2021,Hatchback,Petrol,9,3.50 - 8.50,18704,No,17.5 kmpl,"Hill Hold, ADAS, Cruise Control, Sunroof, Leather Seats, Voice Control"
Audi,A4,2018,Sedan,Diesel,3,6.00 - 15.00,5629,No,21.4 kmpl,"360 Camera, EBD, ADAS, Cruise Control, Touchscreen, Leather Seats, AC, Voice Control, Apple CarPlay"
Nissan,Magnite,2016,SUV,Petrol,9,10.00 - 30.00,5279,No,16.7 kmpl,"360 Camera, EBD, TPMS, ABS, Touchscreen, Sunroof, Ventilated Seats, Wireless Charging, Android Auto, HUD"
Lexus,RX,2019,Luxury,Petrol,8,30.00 - 100.00,386,No,22.8 kmpl,"ESC, TPMS, Airbags, EBD, Power Windows, Touchscreen, Sunroof, Leather Seats, Android Auto, Apple CarPlay"
Maruti Suzuki,Brezza,2018,SUV,Diesel,3,10.00 - 30.00,5677,No,20.2 kmpl,"TPMS, EBD, Hill Hold, Power Windows, Touchscreen, Sunroof, Ventilated Seats, Apple CarPlay, Android Auto, Wireless Charging"
Mercedes,A-Class,2021,Hatchback,Petrol/CNG,8,3.50 - 8.50,10863,No,28.0 kmpl,"EBD, ADAS, 360 Camera, Sunroof, Cruise Control, Ventilated Seats, Power Windows, Touchscreen, Connected Car"
BYD,Atto 3,2017,Compact SUV,Electric,24,8.40 - 23.40,12084,Yes,308 km range,"ESC, EBD, 360 Camera, ADAS, AC, Ventilated Seats, Sunroof, Cruise Control, Touchscreen, Connected Car, HUD"
Honda,Elevate,2023,Hatchback,Petrol,22,3.50 - 8.50,13891,No,22.3 kmpl,"EBD, Hill Hold, Sunroof, AC, Ventilated Seats, Cruise Control, Power Windows, Wireless Charging"
Audi,Q3,2019,Electric SUV,Petrol,20,12.00 - 25.00,2868,No,20.6 kmpl,"ABS, Airbags, ESC, Touchscreen, Cruise Control, Sunroof, AC, Apple CarPlay, Voice Control, Connected Car"
Honda,Amaze,2023,Sedan,Petrol,16,6.00 - 15.00,7353,No,19.0 kmpl,"Hill Hold, EBD, Airbags, Power Windows, AC, Sunroof, Android Auto"
Mahindra,XUV 300,2015,Sedan,Petrol,7,6.00 - 15.00,12912,No,19.8 kmpl,"ESC, 360 Camera, TPMS, Leather Seats, Cruise Control, Power Windows, AC, HUD"
Toyota,Camry,2015,SUV,Petrol,6,10.00 - 30.00,6331,No,18.5 kmpl,"Hill Hold, TPMS, Airbags, Sunroof, AC, Power Windows, Android Auto, Connected Car"
BMW,X1,2023,Compact SUV,Petrol/CNG,22,7.00 - 18.00,10345,No,28.0 kmpl,"EBD, Airbags, Sunroof, Power Windows, Cruise Control, Leather Seats, Touchscreen, HUD, Voice Control"
Mercedes,A-Class,2018,Luxury,Petrol/CNG,21,30.00 - 100.00,760,No,21.3 kmpl,"EBD, ESC, Hill Hold, 360 Camera, Leather Seats, Sunroof, Cruise Control, Connected Car"
Nissan,Kicks,2015,Compact SUV,Petrol/CNG,19,7.00 - 18.00,8716,No,21.5 kmpl,"TPMS, ADAS, Hill Hold, 360 Camera, Cruise Control, Touchscreen, Leather Seats, Power Windows, Connected Car"
Mercedes,A-Class,2016,Compact SUV,Petrol,24,7.00 - 18.00,13657,No,21.6 kmpl,"ABS, EBD, ESC, AC, Sunroof, Touchscreen, HUD, Wireless Charging"
Audi,A4,2023,Sedan,Petrol,2,6.00 - 15.00,4565,No,16.3 kmpl,"360 Camera, EBD, Cruise Control, Touchscreen, Sunroof, Ventilated Seats, Wireless Charging, Apple CarPlay, Connected Car"
Honda,Amaze,2015,SUV,Petrol/CNG,11,10.00 - 30.00,3613,No,20.7 kmpl,"ABS, ADAS, Hill Hold, Leather Seats, Cruise Control, Sunroof, Touchscreen, Ventilated Seats, Apple CarPlay, Wireless Charging, Android Auto"
Nissan,Kicks,2017,Sedan,Petrol/CNG,2,6.00 - 15.00,8418,No,24.9 kmpl,"ADAS, Hill Hold, Leather Seats, Touchscreen, Sunroof, AC, Wireless Charging, HUD, Voice Control"
Honda,Amaze,2015,Hatchback,Petrol/Diesel,20,3.50 - 8.50,9719,No,18.8 kmpl,"ESC, ABS, Hill Hold, 360 Camera, Touchscreen, Cruise Control, AC, Power Windows, Ventilated Seats, Apple CarPlay, HUD, Android Auto"
Citroen,C5 Aircross,2021,Sedan,Petrol/CNG,11,6.00 - 15.00,5912,No,24.8 kmpl,"ABS, EBD, Sunroof, Touchscreen, Ventilated Seats, AC, Power Windows, Voice Control, HUD"
MG,Comet EV,2022,Hatchback,Petrol,7,3.50 - 8.50,19029,No,17.7 kmpl,"ABS, Hill Hold, Sunroof, Power Windows, Touchscreen, Ventilated Seats, HUD, Android Auto, Apple CarPlay"
Citroen,C5 Aircross,2017,Compact SUV,Diesel,16,7.00 - 18.00,14951,No,24.3 kmpl,"EBD, Hill Hold, ADAS, ABS, Leather Seats, AC, Touchscreen, Power Windows, Ventilated Seats, Apple CarPlay, Voice Control, HUD"
Lexus,RX,2023,SUV,Petrol,18,10.00 - 30.00,4113,No,24.7 kmpl,"ESC, ABS, EBD, Hill Hold, AC, Sunroof, Leather Seats, Ventilated Seats, Wireless Charging, Android Auto, Connected Car"
Force,Gurkha,2021,SUV,Petrol,21,10.00 - 30.00,3590,No,15.0 kmpl,"Airbags, ESC, Ventilated Seats, AC, Power Windows, Connected Car, Android Auto"
BMW,X1,2022,SUV,Petrol,16,10.00 - 30.00,3391,No,19.9 kmpl,"TPMS, ADAS, Leather Seats, Cruise Control, Touchscreen, AC, Connected Car"
BMW,3 Series,2020,Electric Hatchback,Diesel,10,6.00 - 12.00,3322,No,21.0 kmpl,"ADAS, EBD, Ventilated Seats, Leather Seats, Sunroof, AC, Voice Control, Apple CarPlay"
Hyundai,Verna,2021,Compact SUV,Petrol/CNG,19,7.00 - 18.00,12848,No,22.9 kmpl,"360 Camera, TPMS, ADAS, Hill Hold, Sunroof, Power Windows, AC, Ventilated Seats, Voice Control, Wireless Charging, Apple CarPlay"
Citroen,C3,2020,Compact SUV,Petrol,18,7.00 - 18.00,7583,No,22.5 kmpl,"Airbags, ADAS, 360 Camera, Hill Hold, Leather Seats, Touchscreen, Ventilated Seats, Apple CarPlay"
Tata,Safari,2020,Compact SUV,Petrol,17,7.00 - 18.00,8197,No,16.1 kmpl,"ESC, TPMS, 360 Camera, ABS, Power Windows, AC, Ventilated Seats, Sunroof, Cruise Control, HUD"
Mahindra,XUV 300,2016,Sedan,Petrol/Diesel,2,6.00 - 15.00,9007,No,16.3 kmpl,"TPMS, ESC, EBD, Power Windows, Touchscreen, Sunroof, Leather Seats, Voice Control, HUD"
Mercedes,C-Class,2022,Luxury,Petrol,21,30.00 - 100.00,566,No,17.0 kmpl,"Hill Hold, ABS, ADAS, Ventilated Seats, AC, Sunroof, Touchscreen, Leather Seats, HUD, Apple CarPlay, Voice Control"
Mercedes,GLA,2023,Electric Hatchback,Diesel,23,6.00 - 12.00,3523,No,18.5 kmpl,"ESC, Airbags, Hill Hold, AC, Ventilated Seats, Sunroof, Touchscreen, Power Windows, Voice Control"
Toyota,Camry,2015,Electric SUV,Petrol,11,12.00 - 25.00,1062,No,16.2 kmpl,"360 Camera, ABS, Touchscreen, Leather Seats, Cruise Control, Connected Car"
Hyundai,Venue,2023,Hatchback,Diesel,20,3.50 - 8.50,10801,No,26.2 kmpl,"EBD, Hill Hold, TPMS, ESC, Sunroof, Touchscreen, Leather Seats, Wireless Charging"
Lexus,ES,2015,Compact SUV,Diesel,17,7.00 - 18.00,12374,No,27.0 kmpl,"ADAS, ABS, Ventilated Seats, Power Windows, Leather Seats, Cruise Control, Connected Car, Voice Control"
Nissan,Magnite,2020,Compact SUV,Petrol,1,7.00 - 18.00,6083,No,19.6 kmpl,"Hill Hold, EBD, TPMS, Ventilated Seats, Leather Seats, Sunroof, HUD, Wireless Charging, Connected Car"
Hyundai,Alcazar,2015,Sedan,Petrol,14,6.00 - 15.00,4971,No,24.7 kmpl,"360 Camera, ADAS, ABS, Ventilated Seats, Cruise Control, Power Windows, Android Auto, Connected Car, HUD"
Renault,Kiger,2020,Luxury,Petrol,19,30.00 - 100.00,329,No,24.4 kmpl,"ESC, TPMS, ADAS, Leather Seats, Ventilated Seats, AC, Sunroof, Touchscreen, Wireless Charging, Apple CarPlay, HUD"
Maruti Suzuki,Brezza,2018,Hatchback,Petrol,14,3.50 - 8.50,10608,No,19.8 kmpl,"ADAS, EBD, TPMS, ABS, Cruise Control, AC, Touchscreen, Ventilated Seats, Sunroof, Apple CarPlay, Wireless Charging"
Volkswagen,Virtus,2019,Luxury,Petrol,5,30.00 - 100.00,479,No,17.7 kmpl,"360 Camera, Hill Hold, ADAS, Airbags, Touchscreen, Leather Seats, Power Windows, Wireless Charging"
Renault,Triber,2017,Compact SUV,Electric,20,8.40 - 23.40,6839,Yes,381 km range,"ESC, EBD, Cruise Control, Power Windows, Sunroof, Leather Seats, HUD, Apple CarPlay"
Honda,Elevate,2019,Hatchback,Diesel,9,3.50 - 8.50,18808,No,26.1 kmpl,"Airbags, ABS, EBD, Hill Hold, Cruise Control, AC, Leather Seats, HUD, Wireless Charging, Android Auto"
Audi,Q3,2015,Compact SUV,Diesel,16,7.00 - 18.00,12440,No,27.7 kmpl,"ADAS, Airbags, 360 Camera, EBD, Power Windows, Touchscreen, AC, Apple CarPlay, Wireless Charging, Voice Control"
BMW,X1,2016,Hatchback,Diesel,9,3.50 - 8.50,14440,No,25.6 kmpl,"EBD, Hill Hold, Leather Seats, Sunroof, Ventilated Seats, Touchscreen, Connected Car"
Honda,City,2022,Compact SUV,Electric,18,8.40 - 23.40,10555,Yes,299 km range,"Airbags, Hill Hold, 360 Camera, ESC, AC, Touchscreen, Cruise Control, Power Windows, Ventilated Seats, HUD, Voice Control"
Renault,Triber,2022,Compact SUV,Petrol,19,7.00 - 18.00,15021,No,24.0 kmpl,"360 Camera, ESC, Ventilated Seats, Sunroof, Leather Seats, AC, Wireless Charging, HUD, Connected Car"
Force,Gurkha,2022,Compact SUV,Petrol,19,7.00 - 18.00,6256,No,16.4 kmpl,"ADAS, 360 Camera, EBD, Cruise Control, AC, Ventilated Seats, HUD, Connected Car, Apple CarPlay"
Jeep,Compass,2023,Compact SUV,Petrol,22,7.00 - 18.00,14986,No,24.5 kmpl,"ABS, EBD, TPMS, Cruise Control, Power Windows, Ventilated Seats, Leather Seats, HUD"
Maruti Suzuki,Baleno,2022,MPV,Petrol,15,8.00 - 20.00,3411,No,21.7 kmpl,"ESC, ABS, Ventilated Seats, Sunroof, Leather Seats, HUD, Connected Car, Apple CarPlay"
Audi,A4,2023,Electric SUV,Petrol/CNG,16,12.00 - 25.00,1356,No,29.4 kmpl,"Hill Hold, TPMS, Airbags, ABS, Ventilated Seats, Power Windows, Cruise Control, Leather Seats, AC, Wireless Charging, Voice Control, HUD"
Toyota,Innova,2017,Sedan,Petrol,1,6.00 - 15.00,7181,No,16.7 kmpl,"TPMS, Hill Hold, Airbags, Cruise Control, Sunroof, Ventilated Seats, Apple CarPlay, Voice Control"
Maruti Suzuki,Dzire,2022,Electric Hatchback,Petrol,16,6.00 - 12.00,4609,No,20.3 kmpl,"360 Camera, ABS, ADAS, ESC, AC, Leather Seats, Ventilated Seats, Cruise Control, Android Auto, Voice Control, Connected Car"
Mercedes,GLA,2021,Hatchback,Petrol,5,3.50 - 8.50,11616,No,21.1 kmpl,"EBD, TPMS, ABS, ADAS, Sunroof, Ventilated Seats, Touchscreen, Apple CarPlay, Connected Car, Android Auto"
Citroen,C3,2023,Hatchback,Diesel,8,3.50 - 8.50,11822,No,24.8 kmpl,"EBD, 360 Camera, TPMS, Touchscreen, Leather Seats, Power Windows, Connected Car"
Tata,Tiago,2021,Hatchback,Diesel,24,3.50 - 8.50,11253,No,20.2 kmpl,"ABS, 360 Camera, ESC, Airbags, Sunroof, AC, Power Windows, Wireless Charging, HUD"
Volkswagen,Virtus,2022,Electric SUV,Petrol,4,12.00 - 25.00,1929,No,17.2 kmpl,"EBD, ESC, Airbags, Leather Seats, Ventilated Seats, AC, Power Windows, Touchscreen, Android Auto, Voice Control, Wireless Charging"
Kia,Sonet,2018,Sedan,Petrol,25,6.00 - 15.00,12719,No,18.1 kmpl,"ESC, EBD, Hill Hold, Power Windows, Leather Seats, Ventilated Seats, Voice Control, Android Auto"
Mercedes,A-Class,2017,Hatchback,Petrol,21,3.50 - 8.50,9161,No,23.9 kmpl,"Hill Hold, ESC, 360 Camera, Power Windows, Touchscreen, Leather Seats, Apple CarPlay, Android Auto, Wireless Charging"
Maruti Suzuki,Dzire,2017,SUV,Diesel,20,10.00 - 30.00,4471,No,20.3 kmpl,"TPMS, Hill Hold, ESC, Sunroof, Leather Seats, Cruise Control, Wireless Charging, Apple CarPlay"
Nissan,Magnite,2017,Sedan,Electric,22,7.20 - 19.50,10858,Yes,273 km range,"ESC, Airbags, Sunroof, AC, Cruise Control, Leather Seats, Voice Control, Android Auto, Apple CarPlay"
Nissan,Kicks,2023,Hatchback,Petrol,3,3.50 - 8.50,11817,No,18.3 kmpl,"ESC, Airbags, ADAS, EBD, Cruise Control, Touchscreen, Ventilated Seats, Android Auto"
BYD,E6,2022,Compact SUV,Electric,18,8.40 - 23.40,12181,Yes,412 km range,"EBD, ESC, Cruise Control, Sunroof, Power Windows, Apple CarPlay"
Audi,Q3,2022,SUV,Petrol,15,10.00 - 30.00,3566,No,18.1 kmpl,"Hill Hold, ADAS, EBD, Ventilated Seats, Sunroof, Cruise Control, AC, Power Windows, Voice Control"
